Keywords,TF-IDF
auditor,3.379546134130174
audit,3.5226469777708473
review,3.8903717578961645
alga,4.14168618617707
team,4.14168618617707
peer,4.14168618617707
year,4.295836866004329
government,4.478158422798284
perform,4.701301974112493
expense,4.701301974112493
fiscal,4.9889840465642745
contract,4.9889840465642745
conduct,4.9889840465642745
rois,4.9889840465642745
joe,4.9889840465642745
issue,4.9889840465642745
audits,4.9889840465642745
local,4.9889840465642745
period,5.394449154672439
personnel,5.394449154672439
prepare,5.394449154672439
quality,5.394449154672439
operate,5.394449154672439
organization,5.394449154672439
participate,5.394449154672439
provision,5.394449154672439
pursuant,5.394449154672439
qualified,5.394449154672439
pay,5.394449154672439
performance,5.394449154672439
reimbursement,5.394449154672439
recipient,5.394449154672439
united,5.394449154672439
travel,5.394449154672439
time,5.394449154672439
system,5.394449154672439
suitably,5.394449154672439
submit,5.394449154672439
state,5.394449154672439
standard,5.394449154672439
skilled,5.394449154672439
similar,5.394449154672439
send,5.394449154672439
select,5.394449154672439
section,5.394449154672439
second,5.394449154672439
result,5.394449154672439
report,5.394449154672439
obligation,5.394449154672439
recommendation,5.394449154672439
reciprocal,5.394449154672439
reasonable,5.394449154672439
objective,5.394449154672439
accept,5.394449154672439
mechanism,5.394449154672439
comptroller,5.394449154672439
comply,5.394449154672439
commit,5.394449154672439
charter,5.394449154672439
charge,5.394449154672439
biennial,5.394449154672439
begin,5.394449154672439
background,5.394449154672439
auditing,5.394449154672439
attach,5.394449154672439
assurance,5.394449154672439
association,5.394449154672439
associate,5.394449154672439
approximately,5.394449154672439
applicable,5.394449154672439
agreement,5.394449154672439
ago,5.394449154672439
control,5.394449154672439
cost,5.394449154672439
design,5.394449154672439
determine,5.394449154672439
meal,5.394449154672439
lodge,5.394449154672439
jurisdiction,5.394449154672439
write,5.394449154672439
july,5.394449154672439
internal,5.394449154672439
independent,5.394449154672439
incur,5.394449154672439
november,5.394449154672439
implication,5.394449154672439
guideline,5.394449154672439
generally,5.394449154672439
general,5.394449154672439
fy,5.394449154672439
firm,5.394449154672439
exchange,5.394449154672439
estimate,5.394449154672439
effectively,5.394449154672439
honorable,5.394449154672439
june,5.394449154672439
